exemptn_no,mfr_no,mfr_name,report_id,date_of_event,mfr_aware_date,event_type,dev_prob_cd,report_year,report_qtr,initial_report_flag,dev_id,product_code,brand_name,model_no,catalog_no,impl_avail_for_eval,impl_ret_to_mfr
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62281,,11/14/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62284,,11/14/1999,IN,1217;2204,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62285,,11/14/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62288,,11/13/1999,IN,1217;2379,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62289,,11/13/1999,IN,1217;1583,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62293,,11/14/1999,IN,1217;1250,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62297,,11/14/1999,IN,1217;2204,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62298,,11/14/1999,IN,1217;2204,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62299,,11/14/1999,IN,1217;2204,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62300,,11/14/1999,IN,1217;2204,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62301,,11/14/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62302,,11/25/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62303,,11/14/1999,IN,1217;2204,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62305,,11/15/1999,IN,1217;1250,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62310,,11/14/1999,IN,1217;2204,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62312,,11/14/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62314,,11/14/1999,IN,1217;2204,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62315,,11/15/1999,IN,1526;2321,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62316,,11/14/1999,IN,1217;2204,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62317,,11/15/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62318,,11/14/1999,IN,1217;1583,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62338,,11/15/1999,IN,1217;2204,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62344,,11/14/1999,IN,1217;1250,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62348,,11/14/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62352,,11/14/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62354,,11/14/1999,IN,1217;2204,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62355,,11/14/1999,IN,1217;2204,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62357,,11/14/1999,IN,1217;2204,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62358,,11/14/1999,IN,1217;1583,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62361,,11/14/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62363,,11/26/1999,IN,1526,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62364,,11/26/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62365,,11/14/1999,IN,1217;2204,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62374,,11/18/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62375,,11/18/1999,IN,1217;2379,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62378,,11/18/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62387,,11/18/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62390,,11/19/1999,IN,1217;2204,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62391,,11/18/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62392,,11/19/1999,IN,1217;1250,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62404,,11/18/1999,IN,1217;2204,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62405,,11/18/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62406,,11/18/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62407,,11/18/1999,IN,1217;1250,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62410,,11/22/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62413,,11/21/1999,IN,1526,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62416,,11/22/1999,IN,1526,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62418,,11/25/1999,IN,1217;2203;2379,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62426,,11/20/1999,IN,1217;1250,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62428,,11/20/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62430,,11/27/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62449,,11/20/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62451,,11/20/1999,IN,1217;1250,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62454,,11/20/1999,IN,1217;2391,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62455,,11/20/1999,IN,1217;1250,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62457,,11/21/1999,IN,1217;1250,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62458,,11/20/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62467,,11/21/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62470,,11/22/1999,IN,1217;2203;2379,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62471,,11/21/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62473,,11/22/1999,IN,1217;1250,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62474,,11/22/1999,IN,1217;2412,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62475,,11/21/1999,IN,1217;2204,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62483,,11/21/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62488,,11/22/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62489,,11/26/1999,IN,1217;1583,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62496,,11/25/1999,IN,1217;1250,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62497,,11/25/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62498,,11/25/1999,IN,1217;1250,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62511,,11/25/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62512,,11/25/1999,IN,1217;2203,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62514,,11/27/1999,IN,1217;2204,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62521,,12/02/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62522,,12/02/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62523,,11/27/1999,IN,1217;1250,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62524,,11/27/1999,IN,1217;1250,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62525,,11/27/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62535,,12/03/1999,IN,1217;1250,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62539,,12/02/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62542,,11/25/1999,IN,1217;2204,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62546,,11/28/1999,IN,1217;1250,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62547,,11/26/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62552,,11/26/1999,IN,1217;2204,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62561,,11/25/1999,IN,1217;2204,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62574,,11/28/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62580,,11/25/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62591,,11/26/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62592,,11/26/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62593,,11/26/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62596,,11/26/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62600,,11/28/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62602,,11/28/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62606,,11/28/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62609,,11/26/1999,IN,1217;1250,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62614,,12/01/1999,IN,1217;1583,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62617,,12/01/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62618,,12/01/1999,IN,1217;1250;2203,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62619,,12/01/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62622,,12/01/1999,IN,1217;2203,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62632,,12/08/1999,IN,1217;1250,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62634,,12/01/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62635,,12/01/1999,IN,1217;2204,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62636,,12/01/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62650,,12/05/1999,IN,1526,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62657,,11/29/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62660,,12/09/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62661,,12/08/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62670,,12/08/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62675,,12/10/1999,IN,1217;2379,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62676,,11/29/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62683,,11/29/1999,IN,1217;1583,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62687,,11/29/1999,IN,1217;1250,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62696,,12/02/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62698,,12/02/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62699,,12/02/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62700,,12/02/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62703,,12/02/1999,IN,1217;1250,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62716,,12/02/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62720,,12/15/1999,IN,1526,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62726,,12/15/1999,IN,1217;1250,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62727,,12/15/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62729,,12/09/1999,IN,1217;2409,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62730,,12/09/1999,IN,1217;2409,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62743,,12/03/1999,IN,1250;1526;1529,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62744,,11/16/1999,IN,1526;2203,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62745,,12/05/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62747,,12/05/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62749,,12/08/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62753,,12/08/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62765,,11/28/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62772,,12/05/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62774,,12/05/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62782,,12/04/1999,IN,1217;2409,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62788,,12/05/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62790,,12/10/1999,IN,1526;2204,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62791,,12/05/1999,IN,1217;2204,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62792,,12/05/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62797,,12/17/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
1997037,2183959,"AMERICAN MEDICAL SYSTEMS, INC.",62804,,12/08/1999,IN,1217,1999,4,I,AUS,EZY,AMS SPHINCTER 800 URINARY PROSTHESIS,AUS,,,
